original_smiles,intervened_smiles,intervention_strategy,original_qed,intervened_qed,original_mol_weight,intervened_mol_weight,original_logp,intervened_logp,original_hbd,intervened_hbd,original_hba,intervened_hba,is_chemically_valid
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,[H]c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)OC[C@@H]2C,carboxylic_acid,0.8747398264671755,0.8043649196772578,361.14378433999997,317.1539551000001,1.544,1.8458,1,0,6,5,True
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,C[C@H]1COc2c(N3CCN(C)CC3)ccc3c(=O)c(C(=O)O)cn1c23,fluoro_aromatic,0.8747398264671755,0.8885196604127507,361.14378433999997,343.153206152,1.544,1.4049000000000003,1,1,6,6,True
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,aromatic_chloro,0.775124662295156,0.8345031206288464,373.137946448,339.1769188,4.580200000000004,3.9268000000000027,0,0,4,4,True
ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3,CNCCCN1c2ccccc2Sc2ccccc21,aromatic_chloro,0.8341331318159723,0.848305432899963,304.08009722400004,270.119069576,4.552200000000003,3.8988000000000023,1,1,3,3,True
Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O,[H]C1=C(CSc2nnnn2C)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,carboxylic_acid,0.37188796650239864,0.5094107062518572,462.07800967599985,418.08818043599996,-0.22560000000000074,0.31959999999999955,3,2,10,9,True
ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1,NCCCN1c2ccccc2Sc2ccccc21,aromatic_chloro,0.9141108034033433,0.9088038967801125,290.06444716000004,256.103419512,4.291500000000003,3.6381000000000014,1,1,3,3,True
ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2ccccc2)CC1,aromatic_chloro,0.5140127181879316,0.5807256598483274,487.16964049999996,453.208612852,4.907900000000004,4.254500000000003,1,1,4,4,True
OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2ccccc2C1=O,aromatic_chloro,0.7403153472687979,0.7635873131130428,373.094167052,339.133139404,2.3887,1.7352999999999998,1,1,7,7,True
C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,[H]N1c2ccccc2C2OC2c2ccccc21,amide,0.7324745620692249,0.6708133570259648,252.089877624,209.084063972,3.0294000000000008,3.5562000000000014,1,1,2,2,True
CCCN(CCc1c2c(c(cc1)O)NC(=O)C2)CCC,[H]Cc1cc(O)ccc1CCN(CCC)CCC,amide,0.7525306207829541,0.7830154579037591,276.183778008,235.19361442,2.5513000000000003,3.365120000000002,2,1,3,2,True
Clc1cc2c(Oc3ccccc3C3CN(CC32)C)cc1,CN1CC2c3ccccc3Oc3ccccc3C2C1,aromatic_chloro,0.7170507116408825,0.7089696478380223,285.092041812,251.131014164,4.258500000000004,3.605100000000002,0,0,2,2,True
CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,[H]Cc1ccccc1CCN(CCC)CCC,amide,0.8173315946878695,0.6762362252513168,260.188863388,219.19869979999999,2.8457000000000017,3.659520000000003,1,0,2,1,True
Clc1cc2c(Oc3ccccc3C3CNCC32)cc1,c1ccc2c(c1)Oc1ccccc1C1CNCC21,aromatic_chloro,0.7842082089382889,0.758998379254596,271.076391748,237.1153641,3.9163000000000032,3.262900000000001,1,1,2,2,True
C1CCN(CC1)Cc1cc(OCCCO)ccc1,[H]CCOc1cccc(CN2CCCCC2)c1,hydroxyl,0.785988033772672,0.7713455847200271,249.172878976,219.162314292,2.433700000000001,3.071200000000002,1,0,3,2,True
CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2ccccc2-3)no1,aromatic_chloro,0.7029578775766742,0.7243203422333612,357.099252432,323.13822478400004,3.2847000000000017,2.6313000000000013,0,0,6,6,True
CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,[H]C1=C(COC(N)=O)CS[C@H]2N1C(=O)[C@]2(NC(=O)Cc1cccs1)OC,carboxylic_acid,0.40978132902594205,0.5509940895100073,427.0507918839999,383.06096264399997,0.09859999999999991,0.6438,3,2,8,7,True
OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4ccccc34)CC1)CCCC2O,fluoro_aromatic,0.6902887957170619,0.7145589104900794,426.206718944,408.21614075599996,3.0813200000000016,2.9422200000000016,1,1,7,7,True
CC(=O)Oc1ccccc1C(O)=O,[H]c1ccccc1OC(C)=O,carboxylic_acid,0.5501217966938848,0.4327747976813635,180.042258736,136.052429496,1.3101,1.6118999999999999,1,0,3,2,True
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,[H]CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC,carboxylic_acid,0.3476126954257888,0.4474584944197601,354.2406241879999,310.250794948,3.475100000000002,4.020300000000003,3,2,4,3,True
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,[H]C1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,carboxylic_acid,0.674878289478739,0.8124698199770654,349.10962708799997,305.119797848,0.3181000000000002,0.8648999999999998,3,2,5,4,True
OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,O=C1Nc2ccccc2C(c2ccccc2)=NC1O,aromatic_chloro,0.84572924577293,0.812497801753795,286.050905272,252.089877624,2.4478999999999997,1.7945,2,2,3,3,True
OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,[H]C(O)N=C(c1ccccc1)c1cccc(Cl)c1,amide,0.84572924577293,0.8283476260389455,286.050905272,245.060741684,2.4478999999999997,3.127200000000002,2,1,3,2,True
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,OC(Cn1cncn1)(Cn1cncn1)c1ccccc1F,fluoro_aromatic,0.7515159753061997,0.7430847485898273,306.10406544399996,288.113487256,0.7357999999999993,0.5966999999999991,1,1,7,7,True
NCC1(CCCCC1)CC(O)=O,[H]CC1(CN)CCCCC1,carboxylic_acid,0.6737273296978755,0.5718408892789182,171.125928784,127.13609954399999,1.3703,1.9155000000000002,2,1,2,1,True
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,[H]c1cn(CC)c2nc(C)ccc2c1=O,carboxylic_acid,0.849523695002097,0.6826546203025298,232.084792244,188.094963004,1.4230200000000002,1.7248199999999998,1,0,4,3,True
CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,[H]C(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1,hydroxyl,0.8605899449393155,0.7806574231309205,289.167793596,259.157228912,1.9309,2.397500000000001,1,0,4,3,True
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,[H]C(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,carboxylic_acid,0.5029511300621745,0.7977632704521287,378.0885572959999,334.098728056,0.4864999999999999,0.8607999999999998,3,2,5,4,True
CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,[H]CCc1ccccc1OCC(O)CNC(C)(C)C,amide,0.7723075202218123,0.8153731045755707,292.178692628,251.18852904,1.6990999999999998,2.3768000000000002,3,2,4,3,True
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(O)=O,[H]C1=C(COC(C)=O)CS[C@@H]2[C@H](NC(=O)CSc3ccncc3)C(=O)N12,carboxylic_acid,0.36563982763097236,0.44841182506529453,423.05587726399995,379.066048024,0.47539999999999977,1.0206,2,1,8,7,True
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,[H]CCCc1ccc(N(CCCl)CCCl)cc1,carboxylic_acid,0.7110607782360152,0.671423203095815,303.07928420800005,259.089454968,3.377900000000002,3.9231000000000034,1,0,2,1,True
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,aromatic_chloro,0.7886610933771961,0.844132502624845,403.14851113199995,369.187483484,3.942700000000003,3.2893000000000017,1,1,5,5,True
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,[H]CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,hydroxyl,0.7886610933771961,0.775124662295156,403.14851113199995,373.13794644800004,3.942700000000003,4.580200000000004,1,0,5,4,True
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,[H]C(CC)(C(=O)NC=O)c1ccccc1,amide,0.7368838068366228,0.7320602384205847,232.084792244,191.094628656,0.7003999999999997,1.4528000000000003,2,1,3,2,True
NC(=O)OCCCc1ccccc1,[H]OCCCc1ccccc1,amide,0.7152164577917951,0.6689565380917977,179.094628656,136.088815004,1.7145000000000001,1.6115,1,1,2,1,True
Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,[H]C1N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4)noc3C)[C@H]2SC1(C)C,carboxylic_acid,0.7524509230706136,0.8541822465198248,401.104541708,357.11471246800005,1.8953199999999997,2.44212,2,1,6,5,True
OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,[H]C1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,hydroxyl,0.5477635402256686,0.621685072568634,268.117154992,238.106590308,-0.9890000000000005,-0.34990000000000004,4,3,8,7,True
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,[H]C1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2SC1(C)C,carboxylic_acid,0.7103707489976623,0.8505465185647659,349.08636622391,306.10381343600005,-0.6375999999999995,1.2438999999999998,1,1,6,4,True
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,[H]C(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,hydroxyl,0.4090709280478973,0.48913333769956313,322.012326844,292.00176216,0.909,1.5480999999999998,3,2,5,4,True
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=CN2,aromatic_chloro,0.7630288939101562,0.7044139327971373,294.94882535200003,260.987797704,0.12990000000000024,-0.5234999999999999,2,2,5,5,True
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,[H]c1cc2c(cc1Cl)NC=NS2(=O)=O,sulfonamide,0.7630288939101562,0.7148458712431373,294.94882535200003,215.97602608,0.12990000000000024,1.4825,2,1,5,3,True
CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccccc1,aromatic_chloro,0.8794576573550539,0.8293416118490822,276.033540956,242.072513308,1.7379,1.0845000000000002,2,2,3,3,True
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,NS(=O)(=O)c1cccc(C2(O)NC(=O)c3ccccc32)c1,aromatic_chloro,0.7560395435859315,0.7394611265265015,338.01280551200006,304.051777864,0.9242000000000007,0.27080000000000004,3,3,4,4,True
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,[H]c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,sulfonamide,0.7560395435859315,0.8254853283353615,338.01280551200006,259.04000624,0.9242000000000007,2.2767999999999997,3,2,4,2,True
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,[H]c1ccccc1C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,amide,0.7560395435859315,0.9098318820101509,338.01280551200006,297.0226419240001,0.9242000000000007,2.0691000000000006,3,2,4,3,True
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccccc1,aromatic_chloro,0.761604620096077,0.7126497323366868,242.07097202,208.109944372,3.060500000000001,2.4071000000000007,0,0,3,3,True
CC(C)(Oc1ccc(Cl)cc1)C(O)=O,CC(C)(Oc1ccccc1)C(=O)O,aromatic_chloro,0.841427869628934,0.7726014038688653,214.039671892,180.078644244,2.582,1.9286,1,1,2,2,True
CC(C)(Oc1ccc(Cl)cc1)C(O)=O,[H]C(C)(C)Oc1ccc(Cl)cc1,carboxylic_acid,0.841427869628934,0.6628934107805015,214.039671892,170.049842652,2.582,3.127200000000002,1,0,2,1,True
Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,aromatic_chloro,0.45454498474207145,0.4985563886739905,344.108026224,310.146998576,5.376700000000004,4.723300000000004,0,0,2,2,True
OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,OCCC1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,fluoro_aromatic,0.4656919698519884,0.5270020421195067,451.15929830000005,433.168720112,6.225300000000005,6.086200000000005,1,1,3,3,True
OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,[H]CC1CCN(CC/C=C2\c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,hydroxyl,0.4656919698519884,0.4249910832745509,451.15929830000005,421.148733616,6.225300000000005,6.862800000000005,1,0,3,2,True
OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccccc32)CC1,aromatic_chloro,0.8332662188603328,0.8847749819820971,398.176105784,364.215078136,3.664100000000002,3.0107000000000017,1,1,4,4,True
OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,[H]CN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1,hydroxyl,0.8332662188603328,0.802813731981603,398.176105784,368.1655411,3.664100000000002,4.301600000000004,1,0,4,3,True
NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccccc2)CC1,fluoro_aromatic,0.7441541854452974,0.7614075248033351,375.23220542,357.24162723200004,2.5943999999999994,2.4552999999999994,1,1,4,4,True
NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,[H]C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,amide,0.7441541854452974,0.741583028953837,375.23220542,332.226391768,2.5943999999999994,3.7389000000000028,1,0,4,3,True
Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1,aromatic_chloro,0.8415175711014194,0.8535399244006332,324.10294084400005,290.14191319599996,3.934000000000003,3.2806000000000024,0,0,2,2,True
CCC1(C(=O)NCNC1=O)c2ccccc2,[H]C(CC)(C(=O)NC)c1ccccc1,amide,0.7116448391760647,0.7505689931575461,218.105527688,177.1153641,0.5378999999999994,1.9262000000000001,2,1,2,1,True
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,[H]C[C@H](O)C[C@H](O)CC[C@@H]1[C@@H]2C(=C[C@@H](O)C[C@@H]2OC(=O)[C@@H](C)CC)C=C[C@@H]1C,carboxylic_acid,0.39708378626335494,0.563662103462755,424.24610349199986,380.25627425199997,2.4404000000000003,2.9856000000000016,4,3,6,5,True
NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,[H]c1cn(-c2ccc(F)cc2F)c2nc(N3C[C@@H]4C(N)[C@@H]4C3)c(F)cc2c1=O,carboxylic_acid,0.6764188399093582,0.7491714175618963,416.109625,372.11979576000004,1.8944999999999996,2.1963,2,1,6,5,True
NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,NC1[C@H]2CN(c3ccc4c(=O)c(C(=O)O)cn(-c5ccc(F)cc5F)c4n3)C[C@@H]12,fluoro_aromatic,0.6764188399093582,0.6972328447101859,416.109625,398.11904681199997,1.8944999999999996,1.7553999999999996,2,2,6,6,True
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,[H]CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,carboxylic_acid,0.7655240247039157,0.723630682725784,402.2406241879999,358.250794948,4.073300000000003,4.6185000000000045,1,0,4,3,True
Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,aromatic_chloro,0.5143016955731359,0.5490287011409496,425.16185268799995,391.20082504000004,3.353200000000001,2.6998000000000006,2,2,5,5,True
Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccccc21,aromatic_chloro,0.5313446230748395,0.5890561415982807,386.026759912,352.06573226399996,5.026200000000003,4.372800000000003,0,0,2,2,True
Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,FC(F)(F)CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,fluoro_aromatic,0.5313446230748395,0.7014558633149555,386.026759912,368.03618172399996,5.026200000000003,4.887100000000003,0,0,2,2,True
OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)C(=O)c4ccccc14,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccccc2)CC1,aromatic_chloro,0.7288095712183456,0.8114093146950397,366.102272148,332.14124449999997,5.348500000000005,4.695100000000004,1,1,3,3,True
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,Clc1ccc(C(Cn2ccnc2)OCc2ccccc2)c(Cl)c1,aromatic_chloro,0.5391871956552778,0.6167190854415392,380.02499614,346.063968492,5.801400000000003,5.148000000000003,0,0,3,3,True
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,CN1C(=O)C(O)N=C(c2ccccc2)c2ccccc21,aromatic_chloro,0.879421465403288,0.855636110754122,300.066555336,266.105527688,2.4722,1.8187999999999995,1,1,3,3,True
Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,aromatic_chloro,0.690401062854676,0.7110067233837476,371.151288004,337.190260356,2.3617,1.7083,0,0,6,6,True
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(O)=O,[H]C1=C(C)CS[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N12,carboxylic_acid,0.49854904398350225,0.5997625544572276,349.1096270879999,305.11979784799996,0.3486000000000002,0.8937999999999996,3,2,5,4,True
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CC)CCCC(C)Nc1ccnc2ccccc12,aromatic_chloro,0.75641175721287,0.789188392954452,319.18152551199995,285.22049786400004,4.810600000000004,4.157200000000003,1,1,3,3,True
Nc1nc(Cl)nc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,aromatic_chloro,0.6481668237451135,0.628993302830891,285.06286692399993,251.101839276,-0.29740000000000044,-0.9508000000000003,3,3,8,8,True
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)cc1Cl,aromatic_chloro,0.6438970754146427,0.6363358438379149,302.011264224,268.05023657600003,3.6057000000000023,2.952300000000001,1,1,3,3,True
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,[H]COc1ccc(C(=O)C(=C)CC)c(Cl)c1Cl,carboxylic_acid,0.6438970754146427,0.5993022433049822,302.011264224,258.021434984,3.6057000000000023,4.150900000000003,1,0,3,2,True
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,fluoro_aromatic,0.5776171321259124,0.552382719533219,246.065199672,228.074621484,-1.6835999999999995,-1.8226999999999993,3,3,6,6,True
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,[H]C1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O,hydroxyl,0.5776171321259124,0.6273261802796846,246.065199672,216.054634988,-1.6835999999999995,-1.0445000000000002,3,2,6,5,True
Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4c(F)cccc4Cl,Cc1onc(-c2ccccc2F)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,aromatic_chloro,0.6840735128490479,0.7293677756126132,453.05614754399994,419.0951198959999,2.6878200000000003,2.03442,2,2,6,6,True
Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4c(F)cccc4Cl,[H]C1N2C(=O)[C@@H](NC(=O)c3c(-c4c(F)cccc4Cl)noc3C)[C@H]2SC1(C)C,carboxylic_acid,0.6840735128490479,0.7874988864110974,453.05614754399994,409.066318304,2.6878200000000003,3.2346200000000014,2,1,6,5,True
Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4c(F)cccc4Cl,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,fluoro_aromatic,0.6840735128490479,0.7092649200190692,453.05614754399994,435.0655693559999,2.6878200000000003,2.5487200000000003,2,2,6,6,True
FC1=CNC(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,fluoro_aromatic,0.482564502908463,0.4546939811074878,130.017855556,112.027277368,-0.7977000000000001,-0.9368000000000001,2,2,2,2,True
